Date,Temperature,Relative Humidity,Peak Demand
2022-08-19,31.6,64.2,219.5333333
2022-08-20,30.25,68.16,219.8
2022-08-21,31.2,60.06,198.0333333
2022-08-22,32.14,61.29,220.3
2022-08-23,31.06,62.5,220.5666667
2022-08-24,30.26,65.17,220.8333333
2022-08-25,31.33,60.99,221.1
2022-08-26,31.39,60.74,221.3333333
2022-08-27,31.51,59.53,221.6
2022-08-28,31.76,56.93,199.6666667
2022-08-29,31.79,57.25,222.1333333
2022-08-30,31.12,65.19,222.3666667
2022-08-31,32.82,57.54,222.6333333
2022-09-01,33.06,57.59,222.9
2022-09-02,32.32,57.34,221.0
2022-09-03,32.29,54.97,219.1333333
2022-09-04,33.12,50.68,195.5
2022-09-05,32.43,54.32,215.3666667
2022-09-06,32.52,51.71,213.4666667
2022-09-07,32.84,49.65,211.6
2022-09-08,32.13,50.67,209.7
2022-09-09,32.52,52.12,207.8
2022-09-10,31.58,65.32,205.9333333
2022-09-11,31.67,63.53,183.6333333
2022-09-12,31.25,60.07,202.1666667
2022-09-13,31.07,60.18,200.2666667
2022-09-14,29.87,64.6,198.4
2022-09-15,27.75,80.04,196.5
2022-09-16,26.96,82.39,194.6
2022-09-17,29.02,69.68,192.7333333
2022-09-18,29.32,65.33,171.7333333
2022-09-19,29.2,66.75,188.9666667
2022-09-20,29.6,74.24,187.0666667
2022-09-21,28.74,78.67,185.2
2022-09-22,27.68,87.84,183.3
2022-09-23,26.94,89.98,181.4333333
2022-09-24,26.32,90.98,179.5333333
2022-09-25,27.25,82.97,159.8666667
2022-09-26,26.52,83.96,175.7666667
2022-09-27,26.55,80.53,173.8666667
2022-09-28,27.18,77.51,172.0
2022-09-29,26.93,78.98,170.1
2022-09-30,26.49,82.0,168.2333333
2022-10-01,26.85,74.76,166.3333333
2022-10-02,26.28,73.05,148.6666667
2022-10-03,25.04,75.61,164.0666667
2022-10-04,26.22,72.23,162.9333333
2022-10-05,27.65,76.26,161.8333333
2022-10-06,25.75,86.38,160.7
2022-10-07,24.71,91.74,159.5666667
2022-10-08,24.6,93.26,158.4333333
2022-10-09,24.15,94.75,141.5666667
2022-10-10,24.5,90.14,156.1666667
2022-10-11,24.94,81.36,155.0666667
2022-10-12,24.09,79.6,153.9333333
2022-10-13,22.83,80.26,152.8
2022-10-14,22.22,78.83,151.6666667
2022-10-15,23.33,71.25,150.5333333
2022-10-16,24.21,63.27,134.4666667
2022-10-17,23.28,66.79,148.3
2022-10-18,23.44,60.22,147.1666667
2022-10-19,22.77,68.26,146.0333333
2022-10-20,22.7,71.88,144.9
2022-10-21,23.26,64.43,143.7666667
2022-10-22,22.24,65.23,142.6333333
2022-10-23,21.91,61.67,127.3666667
2022-10-24,21.03,68.06,140.4
2022-10-25,20.74,66.29,139.2666667
2022-10-26,22.09,60.89,138.1333333
2022-10-27,22.4,62.56,137.0
2022-10-28,21.98,66.16,135.8666667
2022-10-29,22.41,60.24,134.7666667
2022-10-30,21.59,56.42,120.2666667
2022-10-31,21.64,61.93,132.5
2022-11-01,21.38,71.77,131.3666667
2022-11-02,21.47,77.83,132.5
2022-11-03,21.2,74.07,133.6333333
2022-11-04,21.73,76.75,134.7666667
2022-11-05,20.5,88.03,135.9
2022-11-06,21.3,86.38,123.3666667
2022-11-07,22.41,84.69,138.2
2022-11-08,20.92,83.85,139.3333333
2022-11-09,21.43,76.08,140.4666667
2022-11-10,21.16,72.78,141.6
2022-11-11,18.5,73.22,142.7333333
2022-11-12,17.99,67.72,143.8666667
2022-11-13,18.45,64.46,130.5
2022-11-14,19.06,66.62,146.1333333
2022-11-15,19.16,73.5,147.2666667
2022-11-16,18.0,72.76,148.4
2022-11-17,16.44,69.83,149.5666667
2022-11-18,16.49,63.39,150.7
2022-11-19,16.82,60.4,151.8333333
2022-11-20,16.15,66.17,137.6666667
2022-11-21,16.4,68.49,154.1
2022-11-22,15.99,60.63,155.2333333
2022-11-23,15.54,58.18,156.3666667
2022-11-24,16.42,52.61,157.5
2022-11-25,17.31,52.16,158.6333333
2022-11-26,15.76,60.37,159.8
2022-11-27,16.13,56.38,144.8333333
2022-11-28,17.05,49.98,162.0666667
2022-11-29,17.26,49.01,163.2
2022-11-30,16.42,63.59,164.3333333
2022-12-01,16.42,59.76,165.4666667
2022-12-02,17.49,53.26,166.1666667
2022-12-03,17.39,54.64,166.9
2022-12-04,16.67,59.55,150.8333333
2022-12-05,15.57,55.02,168.3
2022-12-06,14.0,59.95,169.0
2022-12-07,13.56,58.49,169.7333333
2022-12-08,14.21,58.2,170.4333333
2022-12-09,16.09,56.67,171.1333333
2022-12-10,16.56,65.35,171.8333333
2022-12-11,16.66,62.05,155.3
2022-12-12,16.45,57.36,173.2666667
2022-12-13,16.07,54.98,173.9666667
2022-12-14,14.37,56.61,174.6666667
2022-12-15,13.24,52.39,175.4
2022-12-16,14.14,50.0,176.1
2022-12-17,14.69,46.65,176.8
2022-12-18,14.48,50.25,159.7333333
2022-12-19,14.11,53.82,178.2333333
2022-12-20,13.47,55.09,178.9333333
2022-12-21,13.39,56.14,179.6333333
2022-12-22,12.6,56.6,180.3333333
2022-12-23,13.02,55.67,181.0666667
2022-12-24,11.84,57.56,181.7666667
2022-12-25,10.11,59.78,164.2333333
2022-12-26,11.23,59.02,183.1666667
2022-12-27,11.67,52.94,183.9
2022-12-28,12.54,48.07,184.6
2022-12-29,14.02,53.38,185.3
2022-12-30,14.9,58.05,186.0
2022-12-31,12.67,68.97,186.7333333
2023-01-01,12.9,49.9,168.7
2023-01-02,12.26,51.83,186.4
2023-01-03,9.98,54.61,185.3666667
2023-01-04,8.57,58.24,184.3333333
2023-01-05,8.75,59.63,183.3333333
2023-01-06,8.74,54.41,182.3
2023-01-07,9.69,48.08,181.2666667
2023-01-08,12.35,44.61,162.2
2023-01-09,13.14,47.41,179.2
2023-01-10,12.82,53.16,178.1666667
2023-01-11,13.51,64.57,177.1666667
2023-01-12,13.82,73.58,176.1333333
2023-01-13,16.43,73.27,175.1
2023-01-14,12.35,56.25,174.0666667
2023-01-15,7.77,39.37,155.7333333
2023-01-16,8.92,42.56,172.0
2023-01-17,8.98,42.16,171.0
2023-01-18,9.25,37.57,169.9666667
2023-01-19,11.7,44.03,168.9333333
2023-01-20,13.01,55.44,167.9
2023-01-21,14.18,59.32,166.8666667
2023-01-22,15.17,52.26,149.2666667
2023-01-23,16.07,52.71,164.8333333
2023-01-24,15.89,80.09,163.8
2023-01-25,16.17,80.75,162.7666667
2023-01-26,14.78,61.48,161.7333333
2023-01-27,11.84,49.23,160.7
2023-01-28,13.1,40.56,159.6666667
2023-01-29,14.95,45.38,142.8
2023-01-30,13.12,71.39,157.6333333
2023-01-31,14.2,75.93,156.6
2023-02-01,13.03,60.64,155.5666667
2023-02-02,14.1,51.38,154.7333333
2023-02-03,15.01,49.12,153.9333333
2023-02-04,16.33,47.67,153.1
2023-02-05,17.03,54.52,137.0666667
2023-02-06,18.89,43.21,151.4666667
2023-02-07,17.33,48.27,150.6666667
2023-02-08,15.54,41.86,149.8333333
2023-02-09,17.4,37.91,149.0
2023-02-10,18.28,48.72,148.2
2023-02-11,18.34,48.9,147.3666667
2023-02-12,15.02,35.73,131.9
2023-02-13,14.46,30.08,145.7333333
2023-02-14,16.48,31.98,144.9333333
2023-02-15,18.5,39.76,144.1
2023-02-16,19.38,45.6,143.2666667
2023-02-17,21.16,44.72,142.4666667
2023-02-18,21.1,40.2,141.6333333
2023-02-19,22.42,30.93,126.7333333
2023-02-20,22.51,35.46,140.0
2023-02-21,20.51,38.61,139.2
2023-02-22,20.45,39.34,138.3666667
2023-02-23,19.66,34.42,137.5333333
2023-02-24,19.93,34.05,136.7333333
2023-02-25,21.51,35.53,135.9
2023-02-26,23.46,31.11,121.6
2023-02-27,23.2,36.6,134.2666667
2023-02-28,22.43,39.87,133.4666667
2023-03-01,22.61,39.55,132.6333333
2023-03-02,23.1,41.26,134.2
2023-03-03,23.72,43.25,135.7333333
2023-03-04,22.69,41.03,137.3
2023-03-05,22.69,40.7,124.9333333
2023-03-06,22.67,37.77,140.4
2023-03-07,23.2,33.66,141.9333333
2023-03-08,24.22,32.63,143.5
2023-03-09,23.56,41.47,145.0333333
2023-03-10,23.32,38.86,146.6
2023-03-11,24.21,30.56,148.1333333
2023-03-12,25.53,31.8,134.7333333
2023-03-13,24.72,36.35,151.2666667
2023-03-14,25.13,37.5,152.8
2023-03-15,26.49,31.49,154.3666667
2023-03-16,25.37,35.87,155.9
2023-03-17,24.25,46.96,157.4666667
2023-03-18,21.62,61.9,159.0
2023-03-19,23.36,53.65,144.5
2023-03-20,20.68,68.31,162.1
2023-03-21,20.28,72.56,163.6666667
2023-03-22,21.96,55.12,165.2333333
2023-03-23,23.38,48.37,166.7666667
2023-03-24,24.32,52.51,168.3333333
2023-03-25,23.57,57.77,169.8666667
2023-03-26,24.1,46.74,154.3
2023-03-27,22.77,43.64,172.9666667
2023-03-28,23.61,40.02,174.5333333
2023-03-29,26.11,36.38,176.0666667
2023-03-30,25.95,46.76,177.6333333
2023-03-31,21.15,76.48,179.1666667
2023-04-01,22.84,61.31,180.7333333
2023-04-02,24.2,51.41,164.1666667
2023-04-03,26.08,47.68,184.0666667
2023-04-04,24.87,50.88,185.7
2023-04-05,24.94,42.52,187.3666667
2023-04-06,25.28,34.95,189.0333333
2023-04-07,25.12,32.25,190.7
2023-04-08,24.95,28.27,192.3666667
2023-04-09,26.06,28.85,174.6
2023-04-10,26.28,29.81,195.6666667
2023-04-11,27.73,31.24,197.3333333
2023-04-12,29.67,33.94,199.0
2023-04-13,29.32,32.07,200.6666667
2023-04-14,30.25,28.77,202.3
2023-04-15,31.56,25.2,203.9666667
2023-04-16,32.03,28.85,185.0666667
2023-04-17,32.95,25.81,207.3
2023-04-18,32.3,30.89,208.9666667
2023-04-19,30.95,37.44,210.6
2023-04-20,30.07,41.33,212.2666667
2023-04-21,28.83,38.65,213.9333333
2023-04-22,28.12,32.02,215.6
2023-04-23,25.39,35.22,195.5333333
2023-04-24,26.77,37.8,218.9
2023-04-25,27.75,32.79,220.5666667
2023-04-26,29.53,31.43,222.2333333
2023-04-27,28.14,35.13,223.9
2023-04-28,28.32,38.21,225.5666667
2023-04-29,27.53,43.24,227.2
2023-04-30,25.92,57.83,205.9666667
2023-05-01,22.81,74.94,230.5333333
2023-05-02,23.67,72.98,230.8666667
2023-05-03,25.5,61.79,231.2
2023-05-04,27.78,50.06,231.5333333
2023-05-05,27.85,42.94,231.8666667
2023-05-06,29.67,40.17,232.2
2023-05-07,31.39,34.03,209.2666667
2023-05-08,31.34,28.25,232.8666667
2023-05-09,28.92,26.05,233.2
2023-05-10,28.78,25.28,233.5333333
2023-05-11,30.73,22.89,233.8666667
2023-05-12,31.0,22.11,234.2
2023-05-13,33.0,23.93,234.5333333
2023-05-14,34.06,23.48,211.3666667
2023-05-15,33.55,26.34,235.2
2023-05-16,33.41,27.27,235.5333333
2023-05-17,34.15,30.84,235.8666667
2023-05-18,31.87,40.45,236.2
2023-05-19,31.81,33.65,236.5333333
2023-05-20,32.92,28.84,236.8666667
2023-05-21,35.13,23.75,213.4666667
2023-05-22,35.86,26.36,237.5333333
2023-05-23,36.99,27.02,237.8666667
2023-05-24,34.53,35.4,238.2
2023-05-25,32.83,40.34,238.5333333
2023-05-26,29.28,56.46,238.8666667
2023-05-27,30.39,49.56,239.2
2023-05-28,29.96,46.21,215.5666667
2023-05-29,30.75,47.53,239.8666667
2023-05-30,30.95,46.19,240.2
2023-05-31,28.78,52.24,240.5333333
2023-06-01,29.85,45.75,240.8666667
2023-06-02,30.62,43.61,241.0666667
2023-06-03,31.11,38.11,241.2333333
2023-06-04,28.31,44.91,217.3
2023-06-05,32.41,38.38,241.6333333
2023-06-06,33.34,35.91,241.8333333
2023-06-07,33.67,33.3,242.0
2023-06-08,34.33,33.32,242.2
2023-06-09,35.76,32.22,242.4
2023-06-10,36.9,34.46,242.6
2023-06-11,36.48,35.48,218.5
2023-06-12,36.84,34.05,242.9666667
2023-06-13,38.15,32.25,243.1666667
2023-06-14,37.41,32.56,243.3666667
2023-06-15,35.85,37.49,243.5333333
2023-06-16,35.69,40.38,243.7333333
2023-06-17,35.92,38.57,243.9333333
2023-06-18,34.84,43.29,219.7
2023-06-19,34.09,49.0,244.3
2023-06-20,33.85,53.21,244.5
2023-06-21,33.7,52.31,244.7
2023-06-22,34.97,53.23,244.8666667
2023-06-23,35.7,51.88,245.0666667
2023-06-24,33.25,61.75,245.2666667
2023-06-25,30.18,75.39,220.9333333
2023-06-26,31.51,64.3,245.6333333
2023-06-27,31.99,58.87,245.8333333
2023-06-28,32.08,62.15,246.0333333
2023-06-29,31.34,65.67,246.2333333
2023-06-30,30.53,71.64,246.4
2023-07-01,30.63,67.02,246.6
2023-07-02,32.32,60.67,221.9666667
2023-07-03,33.95,51.79,246.7
2023-07-04,34.74,52.13,246.7333333
2023-07-05,32.83,61.69,246.7666667
2023-07-06,29.63,77.8,246.8
2023-07-07,30.36,74.44,246.8666667
2023-07-08,29.26,83.53,246.9
2023-07-09,29.71,83.7,222.2333333
2023-07-10,30.42,80.0,246.9666667
2023-07-11,30.64,77.05,247.0333333
2023-07-12,30.4,79.2,247.0666667
2023-07-13,29.91,79.74,247.1
2023-07-14,29.44,81.43,247.1333333
2023-07-15,29.23,81.91,247.2
2023-07-16,30.7,73.97,222.5
2023-07-17,31.66,72.45,247.2666667
2023-07-18,29.79,83.76,247.3
2023-07-19,29.57,80.5,247.3666667
2023-07-20,31.64,74.25,247.4
2023-07-21,31.28,77.04,247.4333333
2023-07-22,30.22,79.53,247.4666667
2023-07-23,30.04,79.24,222.7666667
2023-07-24,30.43,76.87,247.5666667
2023-07-25,30.3,81.69,247.6
2023-07-26,30.28,79.43,247.6333333
2023-07-27,29.08,86.57,247.7
2023-07-28,28.54,84.17,247.7333333
2023-07-29,29.03,85.31,247.7666667
2023-07-30,29.48,85.38,223.0333333
2023-07-31,30.09,80.36,247.8666667
2023-08-01,30.44,79.04,247.9
2023-08-02,30.3,81.74,247.4333333
2023-08-03,30.04,82.98,246.9333333
2023-08-04,29.47,86.9,246.4666667
2023-08-05,29.14,87.47,246.0
2023-08-06,29.54,82.55,220.9333333
2023-08-07,29.09,83.21,245.0333333
2023-08-08,29.18,83.34,244.5666667
2023-08-09,29.4,82.24,244.0666667
2023-08-10,29.41,80.94,243.6
2023-08-11,29.61,79.76,243.1333333
2023-08-12,29.26,77.8,242.6333333
2023-08-13,29.14,79.32,217.9333333
2023-08-14,27.32,84.72,241.7
2023-08-15,29.0,79.44,241.2
2023-08-16,29.69,78.71,240.7333333
2023-08-17,30.09,78.77,240.2666667
2023-08-18,30.16,79.09,239.8
2023-08-19,29.79,83.55,239.3
2023-08-20,30.75,76.48,214.9333333
2023-08-21,30.84,74.77,238.3666667
2023-08-22,29.98,83.99,237.8666667
2023-08-23,28.24,88.99,237.4
2023-08-24,28.21,82.74,236.9333333
2023-08-25,28.5,79.39,236.4333333
2023-08-26,28.9,76.79,235.9666667
2023-08-27,28.74,75.44,211.9333333
2023-08-28,29.43,75.67,235.0
2023-08-29,29.29,75.3,234.5333333
2023-08-30,29.1,76.36,234.0666667
2023-08-31,29.34,74.95,233.5666667
2023-09-01,29.48,70.49,233.1
2023-09-02,28.86,69.4,231.5333333
2023-09-03,28.73,67.26,206.9666667
2023-09-04,29.01,68.92,228.4
2023-09-05,29.8,73.61,226.8333333
2023-09-06,30.11,69.81,225.2666667
2023-09-07,30.38,66.06,223.7
2023-09-08,29.12,72.01,222.1333333
2023-09-09,27.89,83.45,220.5666667
2023-09-10,27.04,90.71,197.1
2023-09-11,27.48,85.42,217.4333333
2023-09-12,28.31,82.44,215.8666667
2023-09-13,29.06,82.63,214.3
2023-09-14,29.45,83.88,212.7333333
2023-09-15,28.93,84.72,211.1666667
2023-09-16,26.82,87.34,209.6
2023-09-17,26.98,89.83,187.2333333
2023-09-18,27.24,84.07,206.4666667
2023-09-19,28.35,81.18,204.9
2023-09-20,29.3,77.3,203.3333333
2023-09-21,29.58,76.85,201.7666667
2023-09-22,29.17,78.5,200.2
2023-09-23,28.81,80.88,198.6333333
2023-09-24,28.26,79.68,177.3666667
2023-09-25,28.61,74.11,195.5
2023-09-26,27.77,73.99,193.9333333
2023-09-27,26.75,73.12,192.3666667
2023-09-28,25.73,73.62,190.8
2023-09-29,25.83,63.19,189.2333333
2023-09-30,26.26,61.83,187.6666667
2023-10-01,25.55,62.69,167.5
2023-10-02,25.44,58.1,184.7333333
2023-10-03,24.21,54.42,183.4
2023-10-04,24.48,59.09,182.0333333
2023-10-05,25.43,62.27,180.6666667
2023-10-06,25.17,59.55,179.3
2023-10-07,26.32,59.96,177.9666667
2023-10-08,27.71,58.28,158.9333333
2023-10-09,28.38,61.7,175.2333333
2023-10-10,27.98,62.97,173.8666667
2023-10-11,25.97,57.89,172.5333333
2023-10-12,25.37,54.62,171.1666667
2023-10-13,26.34,50.78,169.8
2023-10-14,27.22,49.83,168.4333333
2023-10-15,26.61,54.6,150.4
2023-10-16,23.96,69.61,165.7333333
2023-10-17,23.67,62.92,164.3666667
2023-10-18,22.55,62.52,163.0
2023-10-19,22.6,59.88,161.6666667
2023-10-20,22.74,59.19,160.3
2023-10-21,22.61,54.65,158.9333333
2023-10-22,23.49,49.86,141.8
2023-10-23,23.12,58.36,156.2333333
2023-10-24,23.67,57.87,154.8666667
2023-10-25,23.59,56.08,153.5
2023-10-26,23.14,56.8,152.1333333
2023-10-27,23.26,46.05,150.8
2023-10-28,24.05,46.53,149.4333333
2023-10-29,24.41,46.55,133.2666667
2023-10-30,24.15,51.63,146.7
2023-10-31,24.23,52.61,145.3666667
2023-11-01,25.21,45.91,144.0
2023-11-02,23.52,48.95,144.6333333
2023-11-03,23.21,52.72,145.2666667
2023-11-04,23.43,54.4,145.8666667
2023-11-05,22.91,44.19,131.8666667
2023-11-06,22.99,40.14,147.1333333
2023-11-07,22.76,40.98,147.7666667
2023-11-08,22.62,54.16,148.4
2023-11-09,23.5,53.03,149.0
2023-11-10,21.76,60.4,149.6333333
2023-11-11,19.86,62.83,150.2666667
2023-11-12,19.69,62.63,135.8
2023-11-13,19.56,55.34,151.5333333
2023-11-14,19.23,49.58,152.1333333
2023-11-15,18.79,56.24,152.7666667
2023-11-16,20.29,54.99,153.4
2023-11-17,20.89,54.19,154.0333333
2023-11-18,20.1,50.87,154.6666667
2023-11-19,19.81,47.51,139.7333333
2023-11-20,19.73,51.79,155.9
2023-11-21,18.79,58.46,156.5333333
2023-11-22,17.72,57.83,157.1666667
2023-11-23,19.14,45.43,157.8
2023-11-24,18.96,45.35,158.4
2023-11-25,19.05,46.12,159.0333333
2023-11-26,18.74,49.09,143.7
2023-11-27,17.36,53.86,160.3
2023-11-28,18.6,54.48,160.9333333
2023-11-29,18.52,58.2,161.5333333
2023-11-30,19.59,62.39,162.1666667
2023-12-01,20.56,62.8,162.8
2023-12-02,18.99,63.91,163.8
2023-12-03,18.8,59.65,148.3333333
2023-12-04,19.11,62.34,165.8
2023-12-05,18.09,58.35,166.8
2023-12-06,18.16,52.21,167.8
2023-12-07,18.32,50.68,168.8
2023-12-08,17.01,51.16,169.8
2023-12-09,16.11,46.4,170.8333333
2023-12-10,15.25,45.78,154.6666667
2023-12-11,15.48,40.43,172.8333333
2023-12-12,15.92,41.94,173.8333333
2023-12-13,15.54,41.68,174.8333333
2023-12-14,14.26,48.47,175.8333333
2023-12-15,16.05,44.56,176.8333333
2023-12-16,15.46,45.53,177.8333333
2023-12-17,14.65,49.26,160.9333333
2023-12-18,13.86,54.58,179.8333333
2023-12-19,13.17,47.23,180.8333333
2023-12-20,12.97,44.1,181.8333333
2023-12-21,13.14,43.66,182.8333333
2023-12-22,14.89,41.04,183.8333333
2023-12-23,16.27,43.96,184.8333333
2023-12-24,16.72,51.16,167.2666667
2023-12-25,15.17,54.15,186.8666667
2023-12-26,15.28,55.02,187.8666667
2023-12-27,15.23,55.52,188.8666667
2023-12-28,14.45,58.29,189.8666667
2023-12-29,15.35,51.45,190.8666667
2023-12-30,14.8,51.85,191.8666667
2023-12-31,13.8,49.72,173.5666667
2024-01-01,12.19,59.47,193.8666667
2024-01-02,12.34,56.57,193.4333333
2024-01-03,13.09,45.68,193.0
2024-01-04,11.26,60.43,192.5333333
2024-01-05,11.51,68.29,192.1
2024-01-06,11.67,69.21,191.6666667
2024-01-07,11.21,72.18,172.1
2024-01-08,13.99,57.67,190.7666667
2024-01-09,13.13,58.17,190.3333333
2024-01-10,11.66,55.33,189.9
2024-01-11,10.61,53.14,189.4666667
2024-01-12,11.2,47.98,189.0333333
2024-01-13,12.81,42.54,188.5666667
2024-01-14,11.84,43.3,169.3333333
2024-01-15,11.46,45.32,187.7
2024-01-16,12.15,43.45,187.2666667
2024-01-17,12.0,42.26,186.8
2024-01-18,12.41,45.61,186.3666667
2024-01-19,12.52,49.3,185.9333333
2024-01-20,12.29,49.95,185.5
2024-01-21,11.12,53.01,166.5333333
2024-01-22,11.83,38.7,184.6
2024-01-23,13.07,39.27,184.1666667
2024-01-24,12.49,45.28,183.7333333
2024-01-25,12.77,45.75,183.3
2024-01-26,14.99,38.05,182.8333333
2024-01-27,14.78,38.48,182.4
2024-01-28,14.25,44.64,163.7666667
2024-01-29,15.37,44.84,181.5333333
2024-01-30,16.16,42.92,181.0666667
2024-01-31,16.08,50.07,180.6333333
2024-02-01,14.26,73.16,180.2
2024-02-02,13.83,57.25,179.1333333
2024-02-03,15.72,39.92,178.0666667
2024-02-04,15.03,83.36,159.3
2024-02-05,15.45,66.77,175.9666667
2024-02-06,12.68,41.28,174.9
2024-02-07,12.76,41.85,173.8333333
2024-02-08,12.51,42.24,172.7666667
2024-02-09,14.35,35.15,171.7
2024-02-10,15.69,33.51,170.6333333
2024-02-11,15.07,42.52,152.6
2024-02-12,16.91,40.35,168.5333333
2024-02-13,17.65,34.89,167.4666667
2024-02-14,16.78,41.28,166.4
2024-02-15,16.76,45.43,165.3333333
2024-02-16,16.74,37.97,164.2666667
2024-02-17,17.34,33.27,163.2
2024-02-18,19.55,30.47,145.9333333
2024-02-19,19.88,37.77,161.0666667
2024-02-20,20.6,55.19,160.0333333
2024-02-21,17.72,35.78,158.9666667
2024-02-22,17.08,35.52,157.9
2024-02-23,15.79,38.54,156.8333333
2024-02-24,17.01,33.89,155.7666667
2024-02-25,17.31,31.93,139.2333333
2024-02-26,18.28,33.2,153.6333333
2024-02-27,17.51,50.0,152.6
2024-02-28,18.15,46.72,151.5333333
2024-02-29,18.77,37.17,150.4666667
2024-03-01,22.17,36.53,149.4
2024-03-02,20.11,60.49,150.4333333
2024-03-03,18.56,69.75,136.3333333
2024-03-04,15.19,37.01,152.5
2024-03-05,14.65,31.26,153.5666667
2024-03-06,15.48,33.17,154.6
2024-03-07,17.8,36.77,155.6333333
2024-03-08,18.99,37.41,156.6666667
2024-03-09,18.67,37.46,157.7
2024-03-10,19.97,35.94,142.8666667
2024-03-11,22.55,31.04,159.7666667
2024-03-12,23.13,34.67,160.8
2024-03-13,23.08,34.57,161.8666667
2024-03-14,22.51,35.78,162.9
2024-03-15,21.98,34.23,163.9333333
2024-03-16,20.45,28.67,164.9666667
2024-03-17,21.4,26.27,149.4
2024-03-18,22.64,28.43,167.0333333
2024-03-19,23.29,28.31,168.0666667
2024-03-20,25.53,22.49,169.1
2024-03-21,21.9,28.5,170.1666667
2024-03-22,24.74,29.4,171.2
2024-03-23,26.75,26.44,172.2333333
2024-03-24,24.62,27.57,155.9333333
2024-03-25,25.92,27.19,174.3
2024-03-26,27.34,27.25,175.3333333
2024-03-27,30.05,25.42,176.3666667
2024-03-28,30.98,30.71,177.4
2024-03-29,31.17,32.97,178.4666667
2024-03-30,29.96,28.77,179.5
2024-03-31,28.6,23.42,162.4666667
2024-04-01,26.08,29.61,181.5666667
2024-04-02,26.81,19.34,184.7333333
2024-04-03,29.08,21.1,187.9
2024-04-04,29.96,18.97,191.0666667
2024-04-05,28.79,21.31,194.2666667
2024-04-06,27.68,19.14,197.4333333
2024-04-07,27.9,15.37,180.5333333
2024-04-08,29.41,15.81,203.7666667
2024-04-09,29.36,14.78,206.9333333
2024-04-10,30.48,15.94,210.1333333
2024-04-11,31.24,26.16,213.3
2024-04-12,32.24,22.34,216.4666667
2024-04-13,31.84,25.95,219.6333333
2024-04-14,30.38,32.53,200.5333333
2024-04-15,29.51,38.01,225.9666667
2024-04-16,30.15,34.11,229.1333333
2024-04-17,29.82,23.79,232.3333333
2024-04-18,31.08,23.83,235.5
2024-04-19,32.13,25.42,238.6666667
2024-04-20,30.83,22.4,241.8333333
2024-04-21,31.4,26.13,220.5
2024-04-22,31.99,24.93,248.2
2024-04-23,32.37,17.73,251.3666667
2024-04-24,31.17,21.97,254.5333333
2024-04-25,32.36,19.62,257.7
2024-04-26,33.79,19.33,260.8666667
2024-04-27,33.55,20.07,264.0333333
2024-04-28,32.18,23.06,240.4666667
2024-04-29,33.26,22.98,270.4
2024-04-30,30.33,21.9,273.5666667
2024-05-01,27.77,19.07,276.7333333
2024-05-02,28.64,18.53,277.1
2024-05-03,31.32,15.05,277.5
2024-05-04,33.94,15.78,277.8666667
2024-05-05,34.47,20.69,250.4333333
2024-05-06,34.93,20.65,278.6333333
2024-05-07,35.9,19.19,279.0333333
2024-05-08,35.02,19.31,279.4
2024-05-09,33.19,28.64,279.7666667
2024-05-10,34.37,27.33,280.1666667
2024-05-11,34.35,29.22,280.5333333
2024-05-12,34.88,24.38,252.8333333
2024-05-13,34.96,20.55,281.3
2024-05-14,34.47,15.96,281.6666667
2024-05-15,35.3,11.8,282.0666667
2024-05-16,36.64,12.45,282.4333333
2024-05-17,38.49,14.11,282.8333333
2024-05-18,38.45,15.12,283.2
2024-05-19,38.84,17.41,255.2333333
2024-05-20,39.07,16.48,283.9666667
2024-05-21,37.88,14.96,284.3333333
2024-05-22,37.36,18.14,284.7333333
2024-05-23,36.76,29.06,285.1
2024-05-24,36.74,30.24,285.5
2024-05-25,38.26,23.1,285.8666667
2024-05-26,39.23,16.72,257.6
2024-05-27,39.37,15.79,286.6333333
2024-05-28,40.32,9.69,287.0
2024-05-29,39.82,11.16,287.4
2024-05-30,39.49,13.15,287.7666667
2024-05-31,39.45,9.84,288.1666667
2024-06-01,38.63,15.77,288.5333333
